NAME,S1903_C03_001E,state,county,tract
"Census Tract 3801, Cook County, Illinois",23417,17,031,380100
"Census Tract 3802, Cook County, Illinois",22629,17,031,380200
"Census Tract 3806, Cook County, Illinois",26510,17,031,380600
"Census Tract 3812, Cook County, Illinois",38200,17,031,381200
"Census Tract 3814, Cook County, Illinois",38007,17,031,381400
"Census Tract 3815, Cook County, Illinois",21230,17,031,381500
"Census Tract 3817, Cook County, Illinois",-666666666,17,031,381700
"Census Tract 3818, Cook County, Illinois",37264,17,031,381800
"Census Tract 3819, Cook County, Illinois",55521,17,031,381900
"Census Tract 3901, Cook County, Illinois",56023,17,031,390100
"Census Tract 3902, Cook County, Illinois",95888,17,031,390200
"Census Tract 3903, Cook County, Illinois",23861,17,031,390300
"Census Tract 3904, Cook County, Illinois",22368,17,031,390400
"Census Tract 3905, Cook County, Illinois",49784,17,031,390500
"Census Tract 3906, Cook County, Illinois",60208,17,031,390600
"Census Tract 3907, Cook County, Illinois",71138,17,031,390700
"Census Tract 4003, Cook County, Illinois",41875,17,031,400300
"Census Tract 4004, Cook County, Illinois",33886,17,031,400400
"Census Tract 4005, Cook County, Illinois",20827,17,031,400500
"Census Tract 4008, Cook County, Illinois",10563,17,031,400800
"Census Tract 4101, Cook County, Illinois",43901,17,031,410100
"Census Tract 4102, Cook County, Illinois",52344,17,031,410200
"Census Tract 4105, Cook County, Illinois",65441,17,031,410500
"Census Tract 4106, Cook County, Illinois",34960,17,031,410600
"Census Tract 4107, Cook County, Illinois",55427,17,031,410700
"Census Tract 4108, Cook County, Illinois",49405,17,031,410800
"Census Tract 4109, Cook County, Illinois",70083,17,031,410900
"Census Tract 4110, Cook County, Illinois",56512,17,031,411000
"Census Tract 4111, Cook County, Illinois",118082,17,031,411100
"Census Tract 4112, Cook County, Illinois",100536,17,031,411200
"Census Tract 4201, Cook County, Illinois",19608,17,031,420100
"Census Tract 4202, Cook County, Illinois",26583,17,031,420200
"Census Tract 4203, Cook County, Illinois",36031,17,031,420300
"Census Tract 4204, Cook County, Illinois",24870,17,031,420400
"Census Tract 4205, Cook County, Illinois",23539,17,031,420500
"Census Tract 4206, Cook County, Illinois",30828,17,031,420600
"Census Tract 4207, Cook County, Illinois",24508,17,031,420700
"Census Tract 4208, Cook County, Illinois",41438,17,031,420800
"Census Tract 4212, Cook County, Illinois",38068,17,031,421200
"Census Tract 4301.01, Cook County, Illinois",22418,17,031,430101
"Census Tract 4301.02, Cook County, Illinois",42801,17,031,430102
"Census Tract 4302, Cook County, Illinois",29913,17,031,430200
"Census Tract 4303, Cook County, Illinois",32000,17,031,430300
"Census Tract 4304, Cook County, Illinois",37485,17,031,430400
"Census Tract 4305, Cook County, Illinois",22136,17,031,430500
"Census Tract 4306, Cook County, Illinois",52202,17,031,430600
"Census Tract 4307, Cook County, Illinois",26875,17,031,430700
"Census Tract 4308, Cook County, Illinois",40057,17,031,430800
"Census Tract 4309, Cook County, Illinois",41833,17,031,430900
"Census Tract 4312, Cook County, Illinois",58884,17,031,431200
"Census Tract 4313.01, Cook County, Illinois",34220,17,031,431301
"Census Tract 4313.02, Cook County, Illinois",25424,17,031,431302
"Census Tract 4314, Cook County, Illinois",38858,17,031,431400
"Census Tract 4401.01, Cook County, Illinois",29162,17,031,440101
"Census Tract 4401.02, Cook County, Illinois",37194,17,031,440102
"Census Tract 4402.01, Cook County, Illinois",29071,17,031,440201
