,census_tract_id,census_tract_id_11,census_tract_name,community_id,community_name,zip_code
0,842400,17031842400,8424.0,44,CHATHAM,6062
1,840300,17031840300,8403.0,59,MCKINLEY PARK,60609
2,840300,17031840300,8403.0,59,MCKINLEY PARK,60632
3,840300,17031840300,8403.0,59,MCKINLEY PARK,60608
4,841100,17031841100,8411.0,34,ARMOUR SQUARE,60616
5,841200,17031841200,8412.0,31,LOWER WEST SIDE,60608
6,839000,17031839000,8390.0,32,LOOP,60605
7,839000,17031839000,8390.0,32,LOOP,60607
8,838200,17031838200,8382.0,28,NEAR WEST SIDE,60612
9,838200,17031838200,8382.0,28,NEAR WEST SIDE,60607
10,838200,17031838200,8382.0,28,NEAR WEST SIDE,60608
11,650301,17031650301,6503.01,65,WEST LAWN,60629
12,530503,17031530503,5305.03,53,WEST PULLMAN,60643
13,530503,17031530503,5305.03,53,WEST PULLMAN,60628
14,760803,17031760803,7608.03,76,OHARE,60706
15,760803,17031760803,7608.03,76,OHARE,60656
16,30601,17031030601,306.01,77,EDGEWATER,6066
17,30604,17031030604,306.04,77,EDGEWATER,6066
18,20801,17031020801,208.01,2,WEST RIDGE,60659
19,540102,17031540102,5401.02,54,RIVERDALE,60827
20,540102,17031540102,5401.02,54,RIVERDALE,60628
21,843300,17031843300,8433.0,29,NORTH LAWNDALE,60608
22,843300,17031843300,8433.0,29,NORTH LAWNDALE,60612
23,540101,17031540101,5401.01,54,RIVERDALE,60827
24,440201,17031440201,4402.01,44,CHATHAM,60619
25,80202,17031080202,802.02,8,NEAR NORTH SIDE,6061
26,70102,17031070102,701.02,7,LINCOLN PARK,60614
27,31501,17031031501,315.01,3,UPTOWN,6064
28,31502,17031031502,315.02,3,UPTOWN,60613
29,31502,17031031502,315.02,3,UPTOWN,6064
30,834900,17031834900,8349.0,67,WEST ENGLEWOOD,60636
31,834800,17031834800,8348.0,68,ENGLEWOOD,60621
32,160502,17031160502,1605.02,16,IRVING PARK,60618
33,140702,17031140702,1407.02,14,ALBANY PARK,60618
34,140702,17031140702,1407.02,14,ALBANY PARK,60625
35,842000,17031842000,8420.0,35,DOUGLAS,60616
36,150402,17031150402,1504.02,15,PORTAGE PARK,60634
37,834400,17031834400,8344.0,42,WOODLAWN,60637
38,40201,17031040201,402.01,4,LINCOLN SQUARE,60625
39,40202,17031040202,402.02,4,LINCOLN SQUARE,60625
40,40202,17031040202,402.02,4,LINCOLN SQUARE,60659
41,20702,17031020702,207.02,2,WEST RIDGE,60659
42,20702,17031020702,207.02,2,WEST RIDGE,60645
43,20802,17031020802,208.02,2,WEST RIDGE,60645
44,20802,17031020802,208.02,2,WEST RIDGE,60659
45,20301,17031020301,203.01,2,WEST RIDGE,60645
46,838700,17031838700,8387.0,29,NORTH LAWNDALE,60623
47,838700,17031838700,8387.0,29,NORTH LAWNDALE,60624
48,20601,17031020601,206.01,2,WEST RIDGE,60659
49,20601,17031020601,206.01,2,WEST RIDGE,60645
50,841500,17031841500,8415.0,29,NORTH LAWNDALE,60624
51,841500,17031841500,8415.0,29,NORTH LAWNDALE,60623
52,838600,17031838600,8386.0,29,NORTH LAWNDALE,60612
53,837300,17031837300,8373.0,27,EAST GARFIELD PARK,60612
54,837300,17031837300,8373.0,27,EAST GARFIELD PARK,60624
55,20602,17031020602,206.02,2,WEST RIDGE,60645
56,20602,17031020602,206.02,2,WEST RIDGE,60659
57,63301,17031063301,633.01,6,LAKE VIEW,60614
58,63301,17031063301,633.01,6,LAKE VIEW,60657
59,837800,17031837800,8378.0,28,NEAR WEST SIDE,60612
60,837400,17031837400,8374.0,27,EAST GARFIELD PARK,60612
61,836900,17031836900,8369.0,27,EAST GARFIELD PARK,60624
62,836900,17031836900,8369.0,27,EAST GARFIELD PARK,60612
63,20302,17031020302,203.02,2,WEST RIDGE,60645
64,20902,17031020902,209.02,2,WEST RIDGE,60659
65,20902,17031020902,209.02,2,WEST RIDGE,6066
66,10701,17031010701,107.01,1,ROGERS PARK,60645
67,10701,17031010701,107.01,1,ROGERS PARK,60626
68,30103,17031030103,301.03,77,EDGEWATER,6066
69,63303,17031063303,633.03,6,LAKE VIEW,60657
70,30102,17031030102,301.02,77,EDGEWATER,6066
71,10502,17031010502,105.02,1,ROGERS PARK,60626
72,10503,17031010503,105.03,1,ROGERS PARK,60626
73,10503,17031010503,105.03,1,ROGERS PARK,6066
74,10702,17031010702,107.02,1,ROGERS PARK,60626
75,837100,17031837100,8371.0,27,EAST GARFIELD PARK,60612
76,837000,17031837000,8370.0,27,EAST GARFIELD PARK,60612
77,10201,17031010201,102.01,1,ROGERS PARK,60626
78,10201,17031010201,102.01,1,ROGERS PARK,60645
79,10201,17031010201,102.01,1,ROGERS PARK,60202
80,20901,17031020901,209.01,2,WEST RIDGE,60659
81,40401,17031040401,404.01,4,LINCOLN SQUARE,60625
82,210602,17031210602,2106.02,21,AVONDALE,60647
83,210602,17031210602,2106.02,21,AVONDALE,60618
84,160501,17031160501,1605.01,16,IRVING PARK,60625
85,160501,17031160501,1605.01,16,IRVING PARK,60618
86,191302,17031191302,1913.02,19,BELMONT CRAGIN,60639
87,190602,17031190602,1906.02,19,BELMONT CRAGIN,60639
88,840200,17031840200,8402.0,60,BRIDGEPORT,60608
89,840200,17031840200,8402.0,60,BRIDGEPORT,60616
90,530501,17031530501,5305.01,53,WEST PULLMAN,60628
91,20701,17031020701,207.01,2,WEST RIDGE,60659
92,831400,17031831400,8314.0,25,AUSTIN,60644
93,831300,17031831300,8313.0,25,AUSTIN,60639
94,831300,17031831300,8313.0,25,AUSTIN,60651
95,10501,17031010501,105.01,1,ROGERS PARK,60626
96,833000,17031833000,8330.0,28,NEAR WEST SIDE,60661
97,833000,17031833000,8330.0,28,NEAR WEST SIDE,60612
98,833000,17031833000,8330.0,28,NEAR WEST SIDE,60607
99,833000,17031833000,8330.0,28,NEAR WEST SIDE,60642
100,760801,17031760801,7608.01,76,OHARE,60631
101,760801,17031760801,7608.01,76,OHARE,60656
102,252101,17031252101,2521.01,25,AUSTIN,60644
103,252101,17031252101,2521.01,25,AUSTIN,60304
104,252102,17031252102,2521.02,25,AUSTIN,60644
105,252202,17031252202,2522.02,25,AUSTIN,60624
106,252202,17031252202,2522.02,25,AUSTIN,60644
107,220601,17031220601,2206.01,22,LOGAN SQUARE,60647
108,210502,17031210502,2105.02,21,AVONDALE,60618
109,210502,17031210502,2105.02,21,AVONDALE,60647
110,210502,17031210502,2105.02,21,AVONDALE,60641
111,220602,17031220602,2206.02,22,LOGAN SQUARE,60647
112,220901,17031220901,2209.01,22,LOGAN SQUARE,60647
113,220901,17031220901,2209.01,22,LOGAN SQUARE,60639
114,220902,17031220902,2209.02,22,LOGAN SQUARE,60639
115,220902,17031220902,2209.02,22,LOGAN SQUARE,60647
116,200401,17031200401,2004.01,20,HERMOSA,60639
117,200402,17031200402,2004.02,20,HERMOSA,60639
118,200402,17031200402,2004.02,20,HERMOSA,60647
119,191301,17031191301,1913.01,19,BELMONT CRAGIN,60639
120,190601,17031190601,1906.01,19,BELMONT CRAGIN,60639
121,190701,17031190701,1907.01,19,BELMONT CRAGIN,60639
122,190702,17031190702,1907.02,19,BELMONT CRAGIN,60639
123,190401,17031190401,1904.01,19,BELMONT CRAGIN,60634
124,190401,17031190401,1904.01,19,BELMONT CRAGIN,60639
125,190402,17031190402,1904.02,19,BELMONT CRAGIN,60639
126,190402,17031190402,1904.02,19,BELMONT CRAGIN,60634
127,832100,17031832100,8321.0,6,LAKE VIEW,60613
128,843800,17031843800,8438.0,61,NEW CITY,60609
129,842800,17031842800,8428.0,58,BRIGHTON PARK,60609
130,842800,17031842800,8428.0,58,BRIGHTON PARK,60632
131,351500,17031351500,3515.0,35,DOUGLAS,60609
132,351500,17031351500,3515.0,35,DOUGLAS,60616
133,980100,17031980100,9801.0,56,GARFIELD RIDGE,60632
134,980100,17031980100,9801.0,56,GARFIELD RIDGE,60638
135,833300,17031833300,8333.0,28,NEAR WEST SIDE,60608
136,833300,17031833300,8333.0,28,NEAR WEST SIDE,60607
137,832900,17031832900,8329.0,28,NEAR WEST SIDE,60607
138,838000,17031838000,8380.0,28,NEAR WEST SIDE,60612
139,838100,17031838100,8381.0,28,NEAR WEST SIDE,60607
140,838100,17031838100,8381.0,28,NEAR WEST SIDE,60612
141,30706,17031030706,307.06,77,EDGEWATER,6066
142,30706,17031030706,307.06,77,EDGEWATER,6064
143,381500,17031381500,3815.0,38,GRAND BOULEVARD,60609
144,381500,17031381500,3815.0,38,GRAND BOULEVARD,60653
145,833100,17031833100,8331.0,28,NEAR WEST SIDE,60607
146,833100,17031833100,8331.0,28,NEAR WEST SIDE,60661
147,839100,17031839100,8391.0,32,LOOP,60697
148,839100,17031839100,8391.0,32,LOOP,60603
149,839100,17031839100,8391.0,32,LOOP,60602
150,839100,17031839100,8391.0,32,LOOP,60674
151,839100,17031839100,8391.0,32,LOOP,60673
152,839100,17031839100,8391.0,32,LOOP,60684
153,839100,17031839100,8391.0,32,LOOP,60677
154,839100,17031839100,8391.0,32,LOOP,60607
155,839100,17031839100,8391.0,32,LOOP,60606
156,839100,17031839100,8391.0,32,LOOP,60601
157,839100,17031839100,8391.0,32,LOOP,60675
158,839100,17031839100,8391.0,32,LOOP,60694
159,839100,17031839100,8391.0,32,LOOP,60678
160,839100,17031839100,8391.0,32,LOOP,6067
161,839100,17031839100,8391.0,32,LOOP,6069
162,839100,17031839100,8391.0,32,LOOP,60604
163,839100,17031839100,8391.0,32,LOOP,60605
164,839100,17031839100,8391.0,32,LOOP,60693
165,81201,17031081201,812.01,8,NEAR NORTH SIDE,60611
166,81201,17031081201,812.01,8,NEAR NORTH SIDE,6061
167,150401,17031150401,1504.01,15,PORTAGE PARK,60634
168,150401,17031150401,1504.01,15,PORTAGE PARK,6063
169,150501,17031150501,1505.01,15,PORTAGE PARK,60706
170,150501,17031150501,1505.01,15,PORTAGE PARK,60634
171,150501,17031150501,1505.01,15,PORTAGE PARK,6063
172,843000,17031843000,8430.0,29,NORTH LAWNDALE,60624
173,843000,17031843000,8430.0,29,NORTH LAWNDALE,60612
174,842900,17031842900,8429.0,28,NEAR WEST SIDE,60608
175,842100,17031842100,8421.0,23,HUMBOLDT PARK,60624
176,842100,17031842100,8421.0,23,HUMBOLDT PARK,60651
177,841900,17031841900,8419.0,28,NEAR WEST SIDE,60682
178,841900,17031841900,8419.0,28,NEAR WEST SIDE,60607
179,841900,17031841900,8419.0,28,NEAR WEST SIDE,60699
180,841900,17031841900,8419.0,28,NEAR WEST SIDE,60616
181,841900,17031841900,8419.0,28,NEAR WEST SIDE,60608
182,841900,17031841900,8419.0,28,NEAR WEST SIDE,60689
183,841900,17031841900,8419.0,28,NEAR WEST SIDE,60669
184,841900,17031841900,8419.0,28,NEAR WEST SIDE,60695
185,80201,17031080201,802.01,8,NEAR NORTH SIDE,6061
186,70101,17031070101,701.01,7,LINCOLN PARK,60614
187,81202,17031081202,812.02,8,NEAR NORTH SIDE,60611
188,81202,17031081202,812.02,8,NEAR NORTH SIDE,6061
189,40402,17031040402,404.02,4,LINCOLN SQUARE,6064
190,40402,17031040402,404.02,4,LINCOLN SQUARE,60625
191,220702,17031220702,2207.02,22,LOGAN SQUARE,60639
192,220702,17031220702,2207.02,22,LOGAN SQUARE,60647
193,140301,17031140301,1403.01,14,ALBANY PARK,60625
194,140301,17031140301,1403.01,14,ALBANY PARK,6063
195,842200,17031842200,8422.0,8,NEAR NORTH SIDE,60642
196,842200,17031842200,8422.0,8,NEAR NORTH SIDE,60654
197,842200,17031842200,8422.0,8,NEAR NORTH SIDE,6061
198,843700,17031843700,8437.0,5,NORTH CENTER,60618
199,835000,17031835000,8350.0,66,CHICAGO LAWN,60629
200,835000,17031835000,8350.0,66,CHICAGO LAWN,60636
201,842300,17031842300,8423.0,24,WEST TOWN,60654
202,842300,17031842300,8423.0,24,WEST TOWN,60642
203,842300,17031842300,8423.0,24,WEST TOWN,60622
204,842300,17031842300,8423.0,24,WEST TOWN,60606
205,230200,17031230200,2302.0,23,HUMBOLDT PARK,60647
206,835100,17031835100,8351.0,63,GAGE PARK,60636
207,835100,17031835100,8351.0,63,GAGE PARK,60629
208,835100,17031835100,8351.0,63,GAGE PARK,60632
209,834700,17031834700,8347.0,68,ENGLEWOOD,60621
210,151001,17031151001,1510.01,15,PORTAGE PARK,60641
211,151002,17031151002,1510.02,15,PORTAGE PARK,60641
212,160602,17031160602,1606.02,16,IRVING PARK,60618
213,140601,17031140601,1406.01,14,ALBANY PARK,60618
214,140601,17031140601,1406.01,14,ALBANY PARK,60625
215,140601,17031140601,1406.01,14,ALBANY PARK,6063
216,140701,17031140701,1407.01,14,ALBANY PARK,60625
217,140602,17031140602,1406.02,14,ALBANY PARK,60618
218,140602,17031140602,1406.02,14,ALBANY PARK,60625
219,390500,17031390500,3905.0,39,KENWOOD,60615
220,390500,17031390500,3905.0,39,KENWOOD,60653
221,841800,17031841800,8418.0,69,GREATER GRAND CROSSING,60619
222,841800,17031841800,8418.0,69,GREATER GRAND CROSSING,60637
223,842500,17031842500,8425.0,69,GREATER GRAND CROSSING,60621
224,842500,17031842500,8425.0,69,GREATER GRAND CROSSING,60637
225,842600,17031842600,8426.0,61,NEW CITY,60609
226,843500,17031843500,8435.0,30,SOUTH LAWNDALE,60608
227,843500,17031843500,8435.0,30,SOUTH LAWNDALE,60623
228,843400,17031843400,8434.0,29,NORTH LAWNDALE,60623
229,140302,17031140302,1403.02,14,ALBANY PARK,6063
230,140302,17031140302,1403.02,14,ALBANY PARK,60625
231,110501,17031110501,1105.01,11,JEFFERSON PARK,6063
232,390400,17031390400,3904.0,39,KENWOOD,60615
233,390400,17031390400,3904.0,39,KENWOOD,60653
234,843200,17031843200,8432.0,31,LOWER WEST SIDE,60616
235,843200,17031843200,8432.0,31,LOWER WEST SIDE,60608
236,840800,17031840800,8408.0,30,SOUTH LAWNDALE,60623
237,110502,17031110502,1105.02,11,JEFFERSON PARK,6063
238,760802,17031760802,7608.02,76,OHARE,60634
239,760802,17031760802,7608.02,76,OHARE,60656
240,150502,17031150502,1505.02,15,PORTAGE PARK,60634
241,150502,17031150502,1505.02,15,PORTAGE PARK,6063
242,843100,17031843100,8431.0,29,NORTH LAWNDALE,60623
243,843100,17031843100,8431.0,29,NORTH LAWNDALE,60612
244,843100,17031843100,8431.0,29,NORTH LAWNDALE,60608
245,834300,17031834300,8343.0,45,AVALON PARK,60619
246,834300,17031834300,8343.0,45,AVALON PARK,60617
247,843900,17031843900,8439.0,42,WOODLAWN,60637
248,843900,17031843900,8439.0,42,WOODLAWN,60649
249,831200,17031831200,8312.0,20,HERMOSA,60647
250,831200,17031831200,8312.0,20,HERMOSA,60639
251,831600,17031831600,8316.0,18,MONTCLARE,60707
252,831500,17031831500,8315.0,19,BELMONT CRAGIN,60707
253,831500,17031831500,8315.0,19,BELMONT CRAGIN,60634
254,831500,17031831500,8315.0,19,BELMONT CRAGIN,60639
255,831100,17031831100,8311.0,21,AVONDALE,60618
256,831100,17031831100,8311.0,21,AVONDALE,60641
257,831700,17031831700,8317.0,15,PORTAGE PARK,60641
258,831700,17031831700,8317.0,15,PORTAGE PARK,6063
259,271500,17031271500,2715.0,27,EAST GARFIELD PARK,60624
260,440202,17031440202,4402.02,44,CHATHAM,60619
261,440102,17031440102,4401.02,44,CHATHAM,60619
262,430102,17031430102,4301.02,43,SOUTH SHORE,60649
263,30702,17031030702,307.02,77,EDGEWATER,6064
264,30603,17031030603,306.03,77,EDGEWATER,6066
265,30701,17031030701,307.01,77,EDGEWATER,6064
266,30701,17031030701,307.01,77,EDGEWATER,6066
267,836300,17031836300,8363.0,41,HYDE PARK,60615
268,838300,17031838300,8383.0,8,NEAR NORTH SIDE,6061
269,839800,17031839800,8398.0,60,BRIDGEPORT,60608
270,839800,17031839800,8398.0,60,BRIDGEPORT,60616
271,836600,17031836600,8366.0,23,HUMBOLDT PARK,60622
272,836600,17031836600,8366.0,23,HUMBOLDT PARK,60651
273,836600,17031836600,8366.0,23,HUMBOLDT PARK,60624
274,730202,17031730202,7302.02,73,WASHINGTON HEIGHTS,60643
275,730202,17031730202,7302.02,73,WASHINGTON HEIGHTS,6062
276,430101,17031430101,4301.01,43,SOUTH SHORE,60649
277,63302,17031063302,633.02,6,LAKE VIEW,60614
278,63302,17031063302,633.02,6,LAKE VIEW,60657
279,836200,17031836200,8362.0,41,HYDE PARK,60615
280,836200,17031836200,8362.0,41,HYDE PARK,60637
281,71400,17031071400,714.0,7,LINCOLN PARK,60614
282,840100,17031840100,8401.0,60,BRIDGEPORT,60616
283,580502,17031580502,5805.02,58,BRIGHTON PARK,60632
284,841400,17031841400,8414.0,29,NORTH LAWNDALE,nan
285,81401,17031081401,814.01,8,NEAR NORTH SIDE,60611
286,81403,17031081403,814.03,8,NEAR NORTH SIDE,60611
287,30703,17031030703,307.03,77,EDGEWATER,6064
288,836000,17031836000,8360.0,38,GRAND BOULEVARD,60653
289,835800,17031835800,8358.0,38,GRAND BOULEVARD,60653
290,835800,17031835800,8358.0,38,GRAND BOULEVARD,60615
291,835900,17031835900,8359.0,38,GRAND BOULEVARD,nan
292,834500,17031834500,8345.0,40,WASHINGTON PARK,60621
293,834500,17031834500,8345.0,40,WASHINGTON PARK,60637
294,843600,17031843600,8436.0,38,GRAND BOULEVARD,60653
295,843600,17031843600,8436.0,38,GRAND BOULEVARD,60615
296,580501,17031580501,5805.01,58,BRIGHTON PARK,60632
297,834600,17031834600,8346.0,68,ENGLEWOOD,60621
298,831800,17031831800,8318.0,13,NORTH PARK,6063
299,831800,17031831800,8318.0,13,NORTH PARK,60625
300,831800,17031831800,8318.0,13,NORTH PARK,60659
301,71600,17031071600,716.0,7,LINCOLN PARK,60614
302,832600,17031832600,8326.0,7,LINCOLN PARK,60642
303,832600,17031832600,8326.0,7,LINCOLN PARK,60614
304,61901,17031061901,619.01,6,LAKE VIEW,60657
305,839900,17031839900,8399.0,60,BRIDGEPORT,60616
306,839900,17031839900,8399.0,60,BRIDGEPORT,60609
307,30104,17031030104,301.04,77,EDGEWATER,6066
308,770602,17031770602,7706.02,76,OHARE,60666
309,770602,17031770602,7706.02,76,OHARE,60018
310,839700,17031839700,8397.0,60,BRIDGEPORT,60608
311,839700,17031839700,8397.0,60,BRIDGEPORT,60616
312,839700,17031839700,8397.0,60,BRIDGEPORT,60609
313,835200,17031835200,8352.0,56,GARFIELD RIDGE,60632
314,835200,17031835200,8352.0,56,GARFIELD RIDGE,60638
315,833900,17031833900,8339.0,46,SOUTH CHICAGO,60617
316,836800,17031836800,8368.0,27,EAST GARFIELD PARK,60624
317,836800,17031836800,8368.0,27,EAST GARFIELD PARK,60612
318,838800,17031838800,8388.0,51,SOUTH DEERING,60628
319,838800,17031838800,8388.0,51,SOUTH DEERING,60633
320,838800,17031838800,8388.0,51,SOUTH DEERING,60617
321,836700,17031836700,8367.0,23,HUMBOLDT PARK,60624
322,836700,17031836700,8367.0,23,HUMBOLDT PARK,60612
323,836700,17031836700,8367.0,23,HUMBOLDT PARK,60651
324,836700,17031836700,8367.0,23,HUMBOLDT PARK,60622
325,832200,17031832200,8322.0,22,LOGAN SQUARE,60614
326,832200,17031832200,8322.0,22,LOGAN SQUARE,60647
327,252201,17031252201,2522.01,25,AUSTIN,60644
328,831000,17031831000,8310.0,22,LOGAN SQUARE,60622
329,831000,17031831000,8310.0,22,LOGAN SQUARE,60647
330,832400,17031832400,8324.0,22,LOGAN SQUARE,60647
331,70103,17031070103,701.03,7,LINCOLN PARK,60614
332,220701,17031220701,2207.01,22,LOGAN SQUARE,60647
333,841600,17031841600,8416.0,29,NORTH LAWNDALE,nan
334,770902,17031770902,7709.02,76,OHARE,60656
335,770902,17031770902,7709.02,76,OHARE,60706
336,660301,17031660301,6603.01,66,CHICAGO LAWN,60629
337,660302,17031660302,6603.02,66,CHICAGO LAWN,60629
338,301802,17031301802,3018.02,30,SOUTH LAWNDALE,60623
339,834000,17031834000,8340.0,49,ROSELAND,6062
340,834000,17031834000,8340.0,49,ROSELAND,60628
341,834200,17031834200,8342.0,43,SOUTH SHORE,60619
342,834200,17031834200,8342.0,43,SOUTH SHORE,60649
343,730201,17031730201,7302.01,73,WASHINGTON HEIGHTS,60643
344,730201,17031730201,7302.01,73,WASHINGTON HEIGHTS,6062
345,835500,17031835500,8355.0,37,FULLER PARK,60609
346,839500,17031839500,8395.0,35,DOUGLAS,60616
347,839200,17031839200,8392.0,35,DOUGLAS,60616
348,530502,17031530502,5305.02,53,WEST PULLMAN,60628
349,840400,17031840400,8404.0,59,MCKINLEY PARK,60608
350,840400,17031840400,8404.0,59,MCKINLEY PARK,60609
351,841000,17031841000,8410.0,33,NEAR SOUTH SIDE,60616
352,30101,17031030101,301.01,77,EDGEWATER,6066
353,700302,17031700302,7003.02,70,ASHBURN,60652
354,700402,17031700402,7004.02,70,ASHBURN,60652
355,700401,17031700401,7004.01,70,ASHBURN,60652
356,830500,17031830500,8305.0,30,SOUTH LAWNDALE,60632
357,830500,17031830500,8305.0,30,SOUTH LAWNDALE,60623
358,841700,17031841700,8417.0,30,SOUTH LAWNDALE,60623
359,640100,17031640100,6401.0,64,CLEARING,60629
360,840700,17031840700,8407.0,30,SOUTH LAWNDALE,60608
361,840700,17031840700,8407.0,30,SOUTH LAWNDALE,60623
362,841300,17031841300,8413.0,31,LOWER WEST SIDE,60608
363,301801,17031301801,3018.01,30,SOUTH LAWNDALE,60623
364,60800,17031060800,608.0,6,LAKE VIEW,60613
365,832300,17031832300,8323.0,22,LOGAN SQUARE,60622
366,832300,17031832300,8323.0,22,LOGAN SQUARE,60614
367,832300,17031832300,8323.0,22,LOGAN SQUARE,60642
368,832300,17031832300,8323.0,22,LOGAN SQUARE,60647
369,832500,17031832500,8325.0,7,LINCOLN PARK,60614
370,832000,17031832000,8320.0,6,LAKE VIEW,60657
371,832000,17031832000,8320.0,6,LAKE VIEW,60613
372,160601,17031160601,1606.01,16,IRVING PARK,60618
373,210501,17031210501,2105.01,21,AVONDALE,60618
374,210501,17031210501,2105.01,21,AVONDALE,60641
375,210601,17031210601,2106.01,21,AVONDALE,60618
376,81300,17031081300,813.0,8,NEAR NORTH SIDE,60611
377,700502,17031700502,7005.02,70,ASHBURN,60652
378,700502,17031700502,7005.02,70,ASHBURN,6062
379,836100,17031836100,8361.0,40,WASHINGTON PARK,60615
380,836100,17031836100,8361.0,40,WASHINGTON PARK,60609
381,835700,17031835700,8357.0,38,GRAND BOULEVARD,nan
382,61100,17031061100,611.0,6,LAKE VIEW,60613
383,836400,17031836400,8364.0,36,OAKLAND,60653
384,836500,17031836500,8365.0,36,OAKLAND,60653
385,839600,17031839600,8396.0,35,DOUGLAS,60653
386,839600,17031839600,8396.0,35,DOUGLAS,60616
387,840000,17031840000,8400.0,60,BRIDGEPORT,60609
388,840000,17031840000,8400.0,60,BRIDGEPORT,60616
389,835600,17031835600,8356.0,37,FULLER PARK,60609
390,830800,17031830800,8308.0,4,LINCOLN SQUARE,60613
391,830800,17031830800,8308.0,4,LINCOLN SQUARE,60625
392,830800,17031830800,8308.0,4,LINCOLN SQUARE,6064
393,460301,17031460301,4603.01,46,SOUTH CHICAGO,60617
394,301701,17031301701,3017.01,30,SOUTH LAWNDALE,60623
395,310400,17031310400,3104.0,31,LOWER WEST SIDE,60608
396,530100,17031530100,5301.0,53,WEST PULLMAN,60628
397,81100,17031081100,811.0,8,NEAR NORTH SIDE,60654
398,81100,17031081100,811.0,8,NEAR NORTH SIDE,6061
399,150700,17031150700,1507.0,15,PORTAGE PARK,60634
400,150700,17031150700,1507.0,15,PORTAGE PARK,60641
401,301702,17031301702,3017.02,30,SOUTH LAWNDALE,60623
402,700301,17031700301,7003.01,70,ASHBURN,60652
403,490902,17031490902,4909.02,49,ROSELAND,60628
404,61800,17031061800,618.0,6,LAKE VIEW,60657
405,61800,17031061800,618.0,6,LAKE VIEW,60613
406,490901,17031490901,4909.01,49,ROSELAND,60628
407,650302,17031650302,6503.02,65,WEST LAWN,60629
408,831900,17031831900,8319.0,6,LAKE VIEW,60613
409,831900,17031831900,8319.0,6,LAKE VIEW,60657
410,830600,17031830600,8306.0,1,ROGERS PARK,60626
411,830600,17031830600,8306.0,1,ROGERS PARK,6066
412,830900,17031830900,8309.0,22,LOGAN SQUARE,60647
413,830900,17031830900,8309.0,22,LOGAN SQUARE,60618
414,830900,17031830900,8309.0,22,LOGAN SQUARE,60614
415,830700,17031830700,8307.0,3,UPTOWN,6064
416,830700,17031830700,8307.0,3,UPTOWN,60613
417,300900,17031300900,3009.0,30,SOUTH LAWNDALE,60623
418,700501,17031700501,7005.01,70,ASHBURN,60652
419,700501,17031700501,7005.01,70,ASHBURN,6062
420,460302,17031460302,4603.02,46,SOUTH CHICAGO,60617
421,460302,17031460302,4603.02,46,SOUTH CHICAGO,60649
422,431302,17031431302,4313.02,43,SOUTH SHORE,60649
423,222900,17031222900,2229.0,22,LOGAN SQUARE,60647
424,431301,17031431301,4313.01,43,SOUTH SHORE,60649
425,440101,17031440101,4401.01,44,CHATHAM,60619
426,301803,17031301803,3018.03,30,SOUTH LAWNDALE,60623
427,310200,17031310200,3102.0,31,LOWER WEST SIDE,60608
428,310200,17031310200,3102.0,31,LOWER WEST SIDE,60616
429,310300,17031310300,3103.0,31,LOWER WEST SIDE,60608
430,310500,17031310500,3105.0,31,LOWER WEST SIDE,60608
431,510300,17031510300,5103.0,51,SOUTH DEERING,60617
432,510300,17031510300,5103.0,51,SOUTH DEERING,60619
433,491400,17031491400,4914.0,49,ROSELAND,60628
434,500200,17031500200,5002.0,50,PULLMAN,60628
435,530200,17031530200,5302.0,53,WEST PULLMAN,60628
436,740100,17031740100,7401.0,74,MOUNT GREENWOOD,60655
437,740100,17031740100,7401.0,74,MOUNT GREENWOOD,60803
438,140500,17031140500,1405.0,14,ALBANY PARK,60641
439,140500,17031140500,1405.0,14,ALBANY PARK,6063
440,140800,17031140800,1408.0,14,ALBANY PARK,60618
441,140800,17031140800,1408.0,14,ALBANY PARK,60625
442,301100,17031301100,3011.0,30,SOUTH LAWNDALE,60623
443,301100,17031301100,3011.0,30,SOUTH LAWNDALE,60608
444,150200,17031150200,1502.0,15,PORTAGE PARK,60641
445,150200,17031150200,1502.0,15,PORTAGE PARK,6063
446,150300,17031150300,1503.0,15,PORTAGE PARK,60634
447,150300,17031150300,1503.0,15,PORTAGE PARK,60641
448,150300,17031150300,1503.0,15,PORTAGE PARK,6063
449,301200,17031301200,3012.0,30,SOUTH LAWNDALE,60608
450,740400,17031740400,7404.0,74,MOUNT GREENWOOD,60655
451,20400,17031020400,204.0,2,WEST RIDGE,60645
452,640300,17031640300,6403.0,64,CLEARING,60638
453,640600,17031640600,6406.0,64,CLEARING,60638
454,10400,17031010400,104.0,1,ROGERS PARK,6066
455,10400,17031010400,104.0,1,ROGERS PARK,60626
456,71800,17031071800,718.0,7,LINCOLN PARK,60614
457,71800,17031071800,718.0,7,LINCOLN PARK,6061
458,160300,17031160300,1603.0,16,IRVING PARK,60618
459,160300,17031160300,1603.0,16,IRVING PARK,60641
460,310700,17031310700,3107.0,31,LOWER WEST SIDE,60608
461,71500,17031071500,715.0,7,LINCOLN PARK,6061
462,71500,17031071500,715.0,7,LINCOLN PARK,60614
463,71700,17031071700,717.0,7,LINCOLN PARK,6061
464,71700,17031071700,717.0,7,LINCOLN PARK,60614
465,671200,17031671200,6712.0,67,WEST ENGLEWOOD,60636
466,670500,17031670500,6705.0,67,WEST ENGLEWOOD,60636
467,670600,17031670600,6706.0,67,WEST ENGLEWOOD,60636
468,670700,17031670700,6707.0,67,WEST ENGLEWOOD,60636
469,670800,17031670800,6708.0,67,WEST ENGLEWOOD,60636
