NAME,B25060_001E,state,county,tract
Census Tract 8120; Cook County; Illinois,364100,17,031,812000
Census Tract 8121; Cook County; Illinois,304200,17,031,812100
Census Tract 8122; Cook County; Illinois,196600,17,031,812200
Census Tract 8123.01; Cook County; Illinois,5452300,17,031,812301
Census Tract 8123.02; Cook County; Illinois,353300,17,031,812302
Census Tract 8124; Cook County; Illinois,252500,17,031,812400
Census Tract 8125; Cook County; Illinois,895100,17,031,812500
Census Tract 8126; Cook County; Illinois,1226100,17,031,812600
Census Tract 8127; Cook County; Illinois,855000,17,031,812700
Census Tract 8128.01; Cook County; Illinois,1565800,17,031,812801
Census Tract 8128.02; Cook County; Illinois,1024000,17,031,812802
Census Tract 8129; Cook County; Illinois,584300,17,031,812900
Census Tract 8130; Cook County; Illinois,623000,17,031,813000
Census Tract 8131; Cook County; Illinois,838000,17,031,813100
Census Tract 8132; Cook County; Illinois,488500,17,031,813200
Census Tract 8133.01; Cook County; Illinois,536100,17,031,813301
Census Tract 8133.02; Cook County; Illinois,506900,17,031,813302
Census Tract 8134; Cook County; Illinois,862200,17,031,813400
Census Tract 8135; Cook County; Illinois,771500,17,031,813500
Census Tract 8136; Cook County; Illinois,470800,17,031,813600
Census Tract 8137.01; Cook County; Illinois,538200,17,031,813701
Census Tract 8137.02; Cook County; Illinois,688800,17,031,813702
Census Tract 8138.01; Cook County; Illinois,558900,17,031,813801
Census Tract 8138.02; Cook County; Illinois,590800,17,031,813802
Census Tract 8139; Cook County; Illinois,901800,17,031,813900
Census Tract 8140; Cook County; Illinois,552700,17,031,814000
Census Tract 8141; Cook County; Illinois,788100,17,031,814100
Census Tract 8142; Cook County; Illinois,678500,17,031,814200
Census Tract 8143; Cook County; Illinois,599900,17,031,814300
Census Tract 8144; Cook County; Illinois,919200,17,031,814400
Census Tract 8145; Cook County; Illinois,401200,17,031,814500
Census Tract 8146; Cook County; Illinois,384200,17,031,814600
Census Tract 8147; Cook County; Illinois,388700,17,031,814700
Census Tract 8148; Cook County; Illinois,992600,17,031,814800
Census Tract 8149; Cook County; Illinois,1984500,17,031,814900
Census Tract 8150; Cook County; Illinois,843600,17,031,815000
Census Tract 8151; Cook County; Illinois,581800,17,031,815100
Census Tract 8152; Cook County; Illinois,1036000,17,031,815200
Census Tract 8153; Cook County; Illinois,250400,17,031,815300
Census Tract 8154; Cook County; Illinois,1210000,17,031,815400
Census Tract 8155; Cook County; Illinois,303900,17,031,815500
Census Tract 8156; Cook County; Illinois,515400,17,031,815600
Census Tract 8157.01; Cook County; Illinois,109400,17,031,815701
Census Tract 8157.02; Cook County; Illinois,753200,17,031,815702
Census Tract 8158; Cook County; Illinois,205100,17,031,815800
Census Tract 8159; Cook County; Illinois,1998800,17,031,815900
Census Tract 8160; Cook County; Illinois,1203200,17,031,816000
Census Tract 8161; Cook County; Illinois,1123100,17,031,816100
Census Tract 8162; Cook County; Illinois,546600,17,031,816200
Census Tract 8163; Cook County; Illinois,601100,17,031,816300
Census Tract 8164.01; Cook County; Illinois,867500,17,031,816401
Census Tract 8164.02; Cook County; Illinois,609900,17,031,816402
Census Tract 8165; Cook County; Illinois,321600,17,031,816500
Census Tract 8166; Cook County; Illinois,476100,17,031,816600
Census Tract 8167; Cook County; Illinois,320500,17,031,816700
Census Tract 8168; Cook County; Illinois,286000,17,031,816800
Census Tract 8169; Cook County; Illinois,89400,17,031,816900
Census Tract 8170; Cook County; Illinois,470400,17,031,817000
Census Tract 8171.01; Cook County; Illinois,481700,17,031,817101
Census Tract 8171.02; Cook County; Illinois,318900,17,031,817102
Census Tract 8172; Cook County; Illinois,653600,17,031,817200
Census Tract 8173; Cook County; Illinois,324200,17,031,817300
Census Tract 8174; Cook County; Illinois,327000,17,031,817400
Census Tract 8175; Cook County; Illinois,624600,17,031,817500
Census Tract 8176; Cook County; Illinois,401100,17,031,817600
Census Tract 8177; Cook County; Illinois,380600,17,031,817700
Census Tract 8179; Cook County; Illinois,739900,17,031,817900
Census Tract 8180; Cook County; Illinois,616900,17,031,818000
Census Tract 8181; Cook County; Illinois,76600,17,031,818100
Census Tract 8182; Cook County; Illinois,390300,17,031,818200
Census Tract 8183; Cook County; Illinois,722900,17,031,818300
Census Tract 8184.01; Cook County; Illinois,329600,17,031,818401
Census Tract 8184.02; Cook County; Illinois,522500,17,031,818402
Census Tract 8185; Cook County; Illinois,,17,031,818500
Census Tract 8186; Cook County; Illinois,572100,17,031,818600
Census Tract 8187; Cook County; Illinois,226900,17,031,818700
Census Tract 8188; Cook County; Illinois,191700,17,031,818800
Census Tract 8189; Cook County; Illinois,1096000,17,031,818900
Census Tract 8190; Cook County; Illinois,442400,17,031,819000
Census Tract 8191; Cook County; Illinois,804000,17,031,819100
Census Tract 8192; Cook County; Illinois,527600,17,031,819200
Census Tract 8193; Cook County; Illinois,155200,17,031,819300
Census Tract 8194; Cook County; Illinois,976400,17,031,819400
Census Tract 8195; Cook County; Illinois,953200,17,031,819500
Census Tract 8196; Cook County; Illinois,201100,17,031,819600
Census Tract 8197; Cook County; Illinois,175700,17,031,819700
Census Tract 8198.01; Cook County; Illinois,175500,17,031,819801
Census Tract 8198.02; Cook County; Illinois,,17,031,819802
Census Tract 8199; Cook County; Illinois,-666666666,17,031,819900
Census Tract 8200; Cook County; Illinois,125400,17,031,820000
Census Tract 8201.01; Cook County; Illinois,227500,17,031,820101
Census Tract 8201.03; Cook County; Illinois,600500,17,031,820103
Census Tract 8201.04; Cook County; Illinois,658300,17,031,820104
Census Tract 8202.02; Cook County; Illinois,328100,17,031,820202
Census Tract 8202.03; Cook County; Illinois,,17,031,820203
Census Tract 8202.04; Cook County; Illinois,289000,17,031,820204
Census Tract 8203; Cook County; Illinois,714600,17,031,820300
Census Tract 8204; Cook County; Illinois,636700,17,031,820400
Census Tract 8205.01; Cook County; Illinois,497500,17,031,820501
Census Tract 8205.02; Cook County; Illinois,785800,17,031,820502
Census Tract 8206.03; Cook County; Illinois,521800,17,031,820603
Census Tract 8206.04; Cook County; Illinois,697300,17,031,820604
Census Tract 8206.05; Cook County; Illinois,1611200,17,031,820605
Census Tract 8206.06; Cook County; Illinois,621600,17,031,820606
Census Tract 8207; Cook County; Illinois,262600,17,031,820700
Census Tract 8208; Cook County; Illinois,182000,17,031,820800
Census Tract 8209.01; Cook County; Illinois,617600,17,031,820901
Census Tract 8209.02; Cook County; Illinois,231700,17,031,820902
Census Tract 8210.01; Cook County; Illinois,628300,17,031,821001
Census Tract 8210.02; Cook County; Illinois,372600,17,031,821002
Census Tract 8211.01; Cook County; Illinois,197300,17,031,821101
Census Tract 8211.02; Cook County; Illinois,195500,17,031,821102
Census Tract 8212; Cook County; Illinois,1196400,17,031,821200
Census Tract 8213; Cook County; Illinois,1383500,17,031,821300
Census Tract 8214.01; Cook County; Illinois,432100,17,031,821401
Census Tract 8214.02; Cook County; Illinois,699900,17,031,821402
Census Tract 8215; Cook County; Illinois,377700,17,031,821500
Census Tract 8216; Cook County; Illinois,435400,17,031,821600
Census Tract 8217; Cook County; Illinois,452500,17,031,821700
Census Tract 8218; Cook County; Illinois,394400,17,031,821800
Census Tract 8219; Cook County; Illinois,155500,17,031,821900
Census Tract 8220; Cook County; Illinois,353500,17,031,822000
Census Tract 8221.01; Cook County; Illinois,453600,17,031,822101
Census Tract 8221.02; Cook County; Illinois,362700,17,031,822102
Census Tract 8222; Cook County; Illinois,261800,17,031,822200
Census Tract 8223.01; Cook County; Illinois,52300,17,031,822301
Census Tract 8223.02; Cook County; Illinois,336000,17,031,822302
Census Tract 8224; Cook County; Illinois,535600,17,031,822400
Census Tract 8225; Cook County; Illinois,251600,17,031,822500
Census Tract 8226.01; Cook County; Illinois,95100,17,031,822601
Census Tract 8226.02; Cook County; Illinois,841400,17,031,822602
Census Tract 8227.01; Cook County; Illinois,549900,17,031,822701
Census Tract 8227.02; Cook County; Illinois,469600,17,031,822702
Census Tract 8228.01; Cook County; Illinois,438100,17,031,822801
Census Tract 8228.02; Cook County; Illinois,110300,17,031,822802
Census Tract 8229; Cook County; Illinois,252300,17,031,822900
Census Tract 8230.01; Cook County; Illinois,1135400,17,031,823001
Census Tract 8230.02; Cook County; Illinois,827800,17,031,823002
Census Tract 8231.01; Cook County; Illinois,642200,17,031,823101
Census Tract 8231.02; Cook County; Illinois,623900,17,031,823102
Census Tract 8232; Cook County; Illinois,245800,17,031,823200
Census Tract 8233.02; Cook County; Illinois,1046000,17,031,823302
Census Tract 8233.03; Cook County; Illinois,488000,17,031,823303
Census Tract 8233.04; Cook County; Illinois,1008300,17,031,823304
Census Tract 8234; Cook County; Illinois,710000,17,031,823400
Census Tract 8235; Cook County; Illinois,542800,17,031,823500
Census Tract 8236.02; Cook County; Illinois,330800,17,031,823602
Census Tract 8236.03; Cook County; Illinois,186900,17,031,823603
Census Tract 8236.04; Cook County; Illinois,,17,031,823604
Census Tract 8236.05; Cook County; Illinois,248800,17,031,823605
Census Tract 8237.02; Cook County; Illinois,1221400,17,031,823702
Census Tract 8237.03; Cook County; Illinois,870600,17,031,823703
Census Tract 8237.04; Cook County; Illinois,76600,17,031,823704
Census Tract 8237.05; Cook County; Illinois,466600,17,031,823705
Census Tract 8238.01; Cook County; Illinois,538400,17,031,823801
Census Tract 8238.03; Cook County; Illinois,251300,17,031,823803
Census Tract 8238.05; Cook County; Illinois,114700,17,031,823805
Census Tract 8238.06; Cook County; Illinois,574900,17,031,823806
Census Tract 8239.01; Cook County; Illinois,70100,17,031,823901
Census Tract 8239.03; Cook County; Illinois,285100,17,031,823903
Census Tract 8239.04; Cook County; Illinois,154700,17,031,823904
Census Tract 8240.03; Cook County; Illinois,132500,17,031,824003
Census Tract 8240.04; Cook County; Illinois,585200,17,031,824004
Census Tract 8240.05; Cook County; Illinois,330000,17,031,824005
Census Tract 8240.06; Cook County; Illinois,61900,17,031,824006
Census Tract 8241.05; Cook County; Illinois,555900,17,031,824105
Census Tract 8241.06; Cook County; Illinois,339000,17,031,824106
Census Tract 8241.07; Cook County; Illinois,263500,17,031,824107
Census Tract 8241.13; Cook County; Illinois,,17,031,824113
Census Tract 8241.14; Cook County; Illinois,198700,17,031,824114
Census Tract 8241.15; Cook County; Illinois,239500,17,031,824115
Census Tract 8241.16; Cook County; Illinois,1607800,17,031,824116
Census Tract 8241.19; Cook County; Illinois,,17,031,824119
Census Tract 8241.21; Cook County; Illinois,165900,17,031,824121
Census Tract 8241.22; Cook County; Illinois,-666666666,17,031,824122
Census Tract 8241.23; Cook County; Illinois,418500,17,031,824123
Census Tract 8241.24; Cook County; Illinois,396200,17,031,824124
Census Tract 8241.25; Cook County; Illinois,147700,17,031,824125
Census Tract 8241.26; Cook County; Illinois,-666666666,17,031,824126
Census Tract 8241.27; Cook County; Illinois,,17,031,824127
Census Tract 8241.28; Cook County; Illinois,114500,17,031,824128
Census Tract 8241.29; Cook County; Illinois,191400,17,031,824129
Census Tract 8243; Cook County; Illinois,386200,17,031,824300
Census Tract 8244; Cook County; Illinois,380400,17,031,824400
Census Tract 8245.03; Cook County; Illinois,368900,17,031,824503
Census Tract 8245.05; Cook County; Illinois,580400,17,031,824505
Census Tract 8245.07; Cook County; Illinois,492700,17,031,824507
Census Tract 8245.08; Cook County; Illinois,380100,17,031,824508
Census Tract 8245.09; Cook County; Illinois,153600,17,031,824509
Census Tract 8246.01; Cook County; Illinois,145300,17,031,824601
Census Tract 8246.02; Cook County; Illinois,638400,17,031,824602
Census Tract 8247.01; Cook County; Illinois,714300,17,031,824701
Census Tract 8247.02; Cook County; Illinois,404300,17,031,824702
Census Tract 8248; Cook County; Illinois,337100,17,031,824800
Census Tract 8249; Cook County; Illinois,219600,17,031,824900
Census Tract 8250; Cook County; Illinois,826200,17,031,825000
Census Tract 8252; Cook County; Illinois,124700,17,031,825200
Census Tract 8253.02; Cook County; Illinois,455100,17,031,825302
Census Tract 8253.03; Cook County; Illinois,939300,17,031,825303
Census Tract 8253.04; Cook County; Illinois,261500,17,031,825304
Census Tract 8254; Cook County; Illinois,494200,17,031,825400
Census Tract 8255.01; Cook County; Illinois,782600,17,031,825501
Census Tract 8255.03; Cook County; Illinois,603500,17,031,825503
Census Tract 8255.04; Cook County; Illinois,408600,17,031,825504
Census Tract 8255.05; Cook County; Illinois,455700,17,031,825505
Census Tract 8256; Cook County; Illinois,573400,17,031,825600
Census Tract 8257; Cook County; Illinois,475800,17,031,825700
Census Tract 8258.01; Cook County; Illinois,812700,17,031,825801
Census Tract 8258.02; Cook County; Illinois,636300,17,031,825802
Census Tract 8258.03; Cook County; Illinois,920000,17,031,825803
Census Tract 8259; Cook County; Illinois,463200,17,031,825900
Census Tract 8260; Cook County; Illinois,239000,17,031,826000
Census Tract 8261; Cook County; Illinois,847500,17,031,826100
Census Tract 8262.01; Cook County; Illinois,1009600,17,031,826201
Census Tract 8262.02; Cook County; Illinois,436700,17,031,826202
Census Tract 8263.01; Cook County; Illinois,533900,17,031,826301
Census Tract 8263.03; Cook County; Illinois,255800,17,031,826303
Census Tract 8263.04; Cook County; Illinois,555700,17,031,826304
Census Tract 8264.01; Cook County; Illinois,260400,17,031,826401
Census Tract 8264.02; Cook County; Illinois,574400,17,031,826402
Census Tract 8265; Cook County; Illinois,769800,17,031,826500
Census Tract 8266; Cook County; Illinois,694000,17,031,826600
Census Tract 8267; Cook County; Illinois,953800,17,031,826700
Census Tract 8268; Cook County; Illinois,661400,17,031,826800
Census Tract 8269.01; Cook County; Illinois,256300,17,031,826901
Census Tract 8269.02; Cook County; Illinois,160800,17,031,826902
Census Tract 8270; Cook County; Illinois,489700,17,031,827000
Census Tract 8271; Cook County; Illinois,381100,17,031,827100
Census Tract 8272; Cook County; Illinois,368300,17,031,827200
Census Tract 8273; Cook County; Illinois,317700,17,031,827300
Census Tract 8274; Cook County; Illinois,457100,17,031,827400
Census Tract 8275; Cook County; Illinois,540100,17,031,827500
Census Tract 8276; Cook County; Illinois,475800,17,031,827600
Census Tract 8277; Cook County; Illinois,501800,17,031,827700
Census Tract 8278.01; Cook County; Illinois,231500,17,031,827801
Census Tract 8278.02; Cook County; Illinois,224900,17,031,827802
Census Tract 8278.04; Cook County; Illinois,268100,17,031,827804
Census Tract 8278.05; Cook County; Illinois,366200,17,031,827805
Census Tract 8279.01; Cook County; Illinois,30700,17,031,827901
Census Tract 8279.02; Cook County; Illinois,632800,17,031,827902
Census Tract 8280; Cook County; Illinois,572900,17,031,828000
Census Tract 8281; Cook County; Illinois,619700,17,031,828100
Census Tract 8282.01; Cook County; Illinois,359600,17,031,828201
Census Tract 8282.02; Cook County; Illinois,678900,17,031,828202
Census Tract 8283; Cook County; Illinois,121900,17,031,828300
Census Tract 8284.01; Cook County; Illinois,610100,17,031,828401
Census Tract 8284.02; Cook County; Illinois,488000,17,031,828402
Census Tract 8285.03; Cook County; Illinois,574600,17,031,828503
Census Tract 8285.04; Cook County; Illinois,865500,17,031,828504
Census Tract 8285.05; Cook County; Illinois,497800,17,031,828505
Census Tract 8285.07; Cook County; Illinois,154900,17,031,828507
Census Tract 8285.08; Cook County; Illinois,651200,17,031,828508
Census Tract 8286.01; Cook County; Illinois,161600,17,031,828601
Census Tract 8286.02; Cook County; Illinois,305900,17,031,828602
Census Tract 8287.01; Cook County; Illinois,204400,17,031,828701
Census Tract 8287.02; Cook County; Illinois,653100,17,031,828702
Census Tract 8288.01; Cook County; Illinois,265000,17,031,828801
Census Tract 8288.02; Cook County; Illinois,178500,17,031,828802
Census Tract 8289; Cook County; Illinois,515500,17,031,828900
Census Tract 8290; Cook County; Illinois,92700,17,031,829000
Census Tract 8291; Cook County; Illinois,465900,17,031,829100
Census Tract 8292; Cook County; Illinois,702800,17,031,829200
Census Tract 8293.01; Cook County; Illinois,181200,17,031,829301
Census Tract 8293.02; Cook County; Illinois,636100,17,031,829302
Census Tract 8294.01; Cook County; Illinois,65100,17,031,829401
Census Tract 8294.02; Cook County; Illinois,423400,17,031,829402
Census Tract 8295; Cook County; Illinois,424800,17,031,829500
Census Tract 8296; Cook County; Illinois,250200,17,031,829600
Census Tract 8297; Cook County; Illinois,222100,17,031,829700
Census Tract 8298; Cook County; Illinois,252300,17,031,829800
Census Tract 8299.02; Cook County; Illinois,368800,17,031,829902
Census Tract 8299.03; Cook County; Illinois,365600,17,031,829903
Census Tract 8299.04; Cook County; Illinois,360000,17,031,829904
Census Tract 8300.01; Cook County; Illinois,96500,17,031,830001
Census Tract 8300.03; Cook County; Illinois,391600,17,031,830003
Census Tract 8300.04; Cook County; Illinois,1046700,17,031,830004
Census Tract 8300.05; Cook County; Illinois,740600,17,031,830005
Census Tract 8300.06; Cook County; Illinois,325800,17,031,830006
Census Tract 8300.07; Cook County; Illinois,1028700,17,031,830007
Census Tract 8300.08; Cook County; Illinois,304300,17,031,830008
Census Tract 8301; Cook County; Illinois,246500,17,031,830100
Census Tract 8302.01; Cook County; Illinois,1559400,17,031,830201
Census Tract 8302.02; Cook County; Illinois,265100,17,031,830202
Census Tract 8303; Cook County; Illinois,1040700,17,031,830300
Census Tract 8304; Cook County; Illinois,599700,17,031,830400
Census Tract 8305; Cook County; Illinois,334200,17,031,830500
Census Tract 8306; Cook County; Illinois,1836500,17,031,830600
Census Tract 8307; Cook County; Illinois,1837100,17,031,830700
Census Tract 8308; Cook County; Illinois,1797400,17,031,830800
Census Tract 8309; Cook County; Illinois,1338600,17,031,830900
Census Tract 8310; Cook County; Illinois,761600,17,031,831000
Census Tract 8311; Cook County; Illinois,2201400,17,031,831100
Census Tract 8312; Cook County; Illinois,752000,17,031,831200
Census Tract 8313; Cook County; Illinois,236000,17,031,831300
Census Tract 8314; Cook County; Illinois,500100,17,031,831400
Census Tract 8315; Cook County; Illinois,669900,17,031,831500
Census Tract 8316; Cook County; Illinois,1306700,17,031,831600
Census Tract 8317; Cook County; Illinois,392900,17,031,831700
Census Tract 8318; Cook County; Illinois,1590900,17,031,831800
Census Tract 8319; Cook County; Illinois,1755000,17,031,831900
Census Tract 8320; Cook County; Illinois,1276500,17,031,832000
Census Tract 8321; Cook County; Illinois,2049700,17,031,832100
Census Tract 8322; Cook County; Illinois,1575900,17,031,832200
Census Tract 8323; Cook County; Illinois,1257900,17,031,832300
Census Tract 8324; Cook County; Illinois,1476000,17,031,832400
Census Tract 8325; Cook County; Illinois,1214600,17,031,832500
Census Tract 8326; Cook County; Illinois,1647000,17,031,832600
Census Tract 8329; Cook County; Illinois,939200,17,031,832900
Census Tract 8330; Cook County; Illinois,4688100,17,031,833000
Census Tract 8331; Cook County; Illinois,4254100,17,031,833100
Census Tract 8333; Cook County; Illinois,1669500,17,031,833300
Census Tract 8339; Cook County; Illinois,335400,17,031,833900
Census Tract 8340; Cook County; Illinois,1018700,17,031,834000
Census Tract 8342; Cook County; Illinois,1351400,17,031,834200
Census Tract 8343; Cook County; Illinois,750500,17,031,834300
Census Tract 8344; Cook County; Illinois,1299700,17,031,834400
Census Tract 8345; Cook County; Illinois,431000,17,031,834500
Census Tract 8346; Cook County; Illinois,396000,17,031,834600
Census Tract 8347; Cook County; Illinois,426200,17,031,834700
Census Tract 8348; Cook County; Illinois,260900,17,031,834800
Census Tract 8349; Cook County; Illinois,285400,17,031,834900
Census Tract 8350; Cook County; Illinois,888400,17,031,835000
Census Tract 8351; Cook County; Illinois,498600,17,031,835100
Census Tract 8352; Cook County; Illinois,219200,17,031,835200
Census Tract 8355; Cook County; Illinois,269500,17,031,835500
Census Tract 8356; Cook County; Illinois,162000,17,031,835600
Census Tract 8358; Cook County; Illinois,449800,17,031,835800
Census Tract 8360; Cook County; Illinois,638600,17,031,836000
Census Tract 8361; Cook County; Illinois,507800,17,031,836100
Census Tract 8362; Cook County; Illinois,21800,17,031,836200
Census Tract 8363; Cook County; Illinois,833400,17,031,836300
Census Tract 8364; Cook County; Illinois,744200,17,031,836400
Census Tract 8365; Cook County; Illinois,534100,17,031,836500
Census Tract 8366; Cook County; Illinois,889500,17,031,836600
Census Tract 8367; Cook County; Illinois,730600,17,031,836700
Census Tract 8368; Cook County; Illinois,603600,17,031,836800
Census Tract 8369; Cook County; Illinois,408500,17,031,836900
Census Tract 8370; Cook County; Illinois,469700,17,031,837000
Census Tract 8371; Cook County; Illinois,446600,17,031,837100
Census Tract 8373; Cook County; Illinois,589800,17,031,837300
Census Tract 8374; Cook County; Illinois,356700,17,031,837400
Census Tract 8378; Cook County; Illinois,1204400,17,031,837800
Census Tract 8380; Cook County; Illinois,686500,17,031,838000
Census Tract 8381; Cook County; Illinois,802600,17,031,838100
Census Tract 8382; Cook County; Illinois,243700,17,031,838200
Census Tract 8383; Cook County; Illinois,2656800,17,031,838300
Census Tract 8386; Cook County; Illinois,467000,17,031,838600
Census Tract 8387; Cook County; Illinois,873400,17,031,838700
Census Tract 8388; Cook County; Illinois,457500,17,031,838800
Census Tract 8390; Cook County; Illinois,10404900,17,031,839000
Census Tract 8391; Cook County; Illinois,8034900,17,031,839100
Census Tract 8392; Cook County; Illinois,744800,17,031,839200
Census Tract 8395; Cook County; Illinois,187200,17,031,839500
Census Tract 8396; Cook County; Illinois,467100,17,031,839600
Census Tract 8397; Cook County; Illinois,1077300,17,031,839700
Census Tract 8398; Cook County; Illinois,891700,17,031,839800
Census Tract 8399; Cook County; Illinois,1050600,17,031,839900
Census Tract 8400; Cook County; Illinois,348500,17,031,840000
Census Tract 8401; Cook County; Illinois,511000,17,031,840100
Census Tract 8402; Cook County; Illinois,307500,17,031,840200
Census Tract 8403; Cook County; Illinois,300800,17,031,840300
Census Tract 8404; Cook County; Illinois,262900,17,031,840400
Census Tract 8407; Cook County; Illinois,596300,17,031,840700
Census Tract 8408; Cook County; Illinois,447200,17,031,840800
Census Tract 8410; Cook County; Illinois,433900,17,031,841000
Census Tract 8411; Cook County; Illinois,1501800,17,031,841100
Census Tract 8412; Cook County; Illinois,1340600,17,031,841200
Census Tract 8413; Cook County; Illinois,1018900,17,031,841300
Census Tract 8415; Cook County; Illinois,444000,17,031,841500
Census Tract 8417; Cook County; Illinois,278700,17,031,841700
Census Tract 8418; Cook County; Illinois,340200,17,031,841800
Census Tract 8419; Cook County; Illinois,861200,17,031,841900
Census Tract 8420; Cook County; Illinois,224800,17,031,842000
Census Tract 8421; Cook County; Illinois,882200,17,031,842100
Census Tract 8422; Cook County; Illinois,3277100,17,031,842200
Census Tract 8423; Cook County; Illinois,1796600,17,031,842300
Census Tract 8424; Cook County; Illinois,439500,17,031,842400
Census Tract 8425; Cook County; Illinois,637500,17,031,842500
Census Tract 8426; Cook County; Illinois,542000,17,031,842600
Census Tract 8428; Cook County; Illinois,882600,17,031,842800
Census Tract 8429; Cook County; Illinois,998200,17,031,842900
Census Tract 8430; Cook County; Illinois,914500,17,031,843000
Census Tract 8431; Cook County; Illinois,408600,17,031,843100
Census Tract 8432; Cook County; Illinois,723000,17,031,843200
Census Tract 8433; Cook County; Illinois,246900,17,031,843300
Census Tract 8434; Cook County; Illinois,204600,17,031,843400
Census Tract 8435; Cook County; Illinois,78900,17,031,843500
Census Tract 8436; Cook County; Illinois,1267800,17,031,843600
Census Tract 8437; Cook County; Illinois,477000,17,031,843700
Census Tract 8438; Cook County; Illinois,266300,17,031,843800
Census Tract 8439; Cook County; Illinois,1342300,17,031,843900
Census Tract 8446; Cook County; Illinois,841600,17,031,844600
Census Tract 8447; Cook County; Illinois,425600,17,031,844700
Census Tract 9800; Cook County; Illinois,-666666666,17,031,980000
Census Tract 9801; Cook County; Illinois,-666666666,17,031,980100
Census Tract 9900; Cook County; Illinois,-666666666,17,031,990000
